,iso3,year,cckp_temp
4116,ERI,2012,1
4117,ERI,2013,1
4118,ERI,2014,1
4119,ERI,2015,1
4120,ERI,2016,1
4121,ERI,2017,1
4122,ERI,2018,1
4123,ERI,2019,1
4124,ERI,2020,1
4125,ESP,1946,1
4126,ESP,1947,1
4127,ESP,1948,1
4128,ESP,1949,1
4129,ESP,1950,1
4130,ESP,1951,1
4131,ESP,1952,1
4132,ESP,1953,1
4133,ESP,1954,1
4134,ESP,1955,1
4135,ESP,1956,1
4136,ESP,1957,1
4137,ESP,1958,1
4138,ESP,1959,1
4139,ESP,1960,1
4140,ESP,1961,1
4141,ESP,1962,1
4142,ESP,1963,1
4143,ESP,1964,1
4144,ESP,1965,1
4145,ESP,1966,1
4146,ESP,1967,1
4147,ESP,1968,1
4148,ESP,1969,1
4149,ESP,1970,1
4150,ESP,1971,1
4151,ESP,1972,1
4152,ESP,1973,1
4153,ESP,1974,1
4154,ESP,1975,1
4155,ESP,1976,1
4156,ESP,1977,1
4157,ESP,1978,1
4158,ESP,1979,1
4159,ESP,1980,1
4160,ESP,1981,1
4161,ESP,1982,1
4162,ESP,1983,1
4163,ESP,1984,1
4164,ESP,1985,1
4165,ESP,1986,1
4166,ESP,1987,1
4167,ESP,1988,1
4168,ESP,1989,1
4169,ESP,1990,1
4170,ESP,1991,1
4171,ESP,1992,1
4172,ESP,1993,1
4173,ESP,1994,1
4174,ESP,1995,1
4175,ESP,1996,1
4176,ESP,1997,1
4177,ESP,1998,1
4178,ESP,1999,1
4179,ESP,2000,1
4180,ESP,2001,1
4181,ESP,2002,1
4182,ESP,2003,1
4183,ESP,2004,1
4184,ESP,2005,1
4185,ESP,2006,1
4186,ESP,2007,1
4187,ESP,2008,1
4188,ESP,2009,1
4189,ESP,2010,1
4190,ESP,2011,1
4191,ESP,2012,1
4192,ESP,2013,1
4193,ESP,2014,1
4194,ESP,2015,1
4195,ESP,2016,1
4196,ESP,2017,1
4197,ESP,2018,1
4198,ESP,2019,1
4199,ESP,2020,1
4200,EST,1946,0
4201,EST,1947,0
4202,EST,1948,0
4203,EST,1949,0
4204,EST,1950,0
4205,EST,1951,0
4206,EST,1952,0
4207,EST,1953,0
4208,EST,1954,0
4209,EST,1955,0
4210,EST,1956,0
4211,EST,1957,0
4212,EST,1958,0
4213,EST,1959,0
4214,EST,1960,0
4215,EST,1961,0
4216,EST,1962,0
4217,EST,1963,0
4218,EST,1964,0
4219,EST,1965,0
4220,EST,1966,0
4221,EST,1967,0
4222,EST,1968,0
4223,EST,1969,0
4224,EST,1970,0
4225,EST,1971,0
4226,EST,1972,0
4227,EST,1973,0
4228,EST,1974,0
4229,EST,1975,0
4230,EST,1976,0
4231,EST,1977,0
4232,EST,1978,0
4233,EST,1979,0
4234,EST,1980,0
4235,EST,1981,0
4236,EST,1982,0
4237,EST,1983,0
4238,EST,1984,0
4239,EST,1985,0
4240,EST,1986,0
4241,EST,1987,0
4242,EST,1988,0
4243,EST,1989,0
4244,EST,1990,0
4245,EST,1991,0
4246,EST,1992,1
4247,EST,1993,1
4248,EST,1994,1
4249,EST,1995,1
4250,EST,1996,1
4251,EST,1997,1
4252,EST,1998,1
4253,EST,1999,1
4254,EST,2000,1
4255,EST,2001,1
4256,EST,2002,1
4257,EST,2003,1
4258,EST,2004,1
4259,EST,2005,1
4260,EST,2006,1
4261,EST,2007,1
4262,EST,2008,1
4263,EST,2009,1
4264,EST,2010,1
4265,EST,2011,1
4266,EST,2012,1
4267,EST,2013,1
4268,EST,2014,1
4269,EST,2015,1
4270,EST,2016,1
4271,EST,2017,1
4272,EST,2018,1
4273,EST,2019,1
4274,EST,2020,1
4275,ETH,1946,1
4276,ETH,1947,1
4277,ETH,1948,1
4278,ETH,1949,1
4279,ETH,1950,1
4280,ETH,1951,1
4281,ETH,1952,1
4282,ETH,1953,1
4283,ETH,1954,1
4284,ETH,1955,1
4285,ETH,1956,1
4286,ETH,1957,1
4287,ETH,1958,1
4288,ETH,1959,1
4289,ETH,1960,1
4290,ETH,1961,1
4291,ETH,1962,1
4292,ETH,1963,1
4293,ETH,1964,1
4294,ETH,1965,1
4295,ETH,1966,1
4296,ETH,1967,1
4297,ETH,1968,1
4298,ETH,1969,1
4299,ETH,1970,1
4300,ETH,1971,1
4301,ETH,1972,1
4302,ETH,1973,1
4303,ETH,1974,1
4304,ETH,1975,1
4305,ETH,1976,1
4306,ETH,1977,1
4307,ETH,1978,1
4308,ETH,1979,1
4309,ETH,1980,1
4310,ETH,1981,1
4311,ETH,1982,1
4312,ETH,1983,1
4313,ETH,1984,1
4314,ETH,1985,1
4315,ETH,1986,1
4316,ETH,1987,1
4317,ETH,1988,1
4318,ETH,1989,1
4319,ETH,1990,1
4320,ETH,1991,1
4321,ETH,1992,1
4322,ETH,1993,1
4323,ETH,1994,1
4324,ETH,1995,1
4325,ETH,1996,1
4326,ETH,1997,1
4327,ETH,1998,1
4328,ETH,1999,1
4329,ETH,2000,1
4330,ETH,2001,1
4331,ETH,2002,1
4332,ETH,2003,1
4333,ETH,2004,1
4334,ETH,2005,1
4335,ETH,2006,1
4336,ETH,2007,1
4337,ETH,2008,1
4338,ETH,2009,1
4339,ETH,2010,1
4340,ETH,2011,1
4341,ETH,2012,1
4342,ETH,2013,1
4343,ETH,2014,1
4344,ETH,2015,1
4345,ETH,2016,1
4346,ETH,2017,1
4347,ETH,2018,1
4348,ETH,2019,1
4349,ETH,2020,1
4350,FIN,1946,1
4351,FIN,1947,1
4352,FIN,1948,1
4353,FIN,1949,1
4354,FIN,1950,1
4355,FIN,1951,1
4356,FIN,1952,1
4357,FIN,1953,1
4358,FIN,1954,1
4359,FIN,1955,1
4360,FIN,1956,1
4361,FIN,1957,1
4362,FIN,1958,1
4363,FIN,1959,1
4364,FIN,1960,1
4365,FIN,1961,1
4366,FIN,1962,1
4367,FIN,1963,1
4368,FIN,1964,1
4369,FIN,1965,1
4370,FIN,1966,1
4371,FIN,1967,1
4372,FIN,1968,1
4373,FIN,1969,1
4374,FIN,1970,1
4375,FIN,1971,1
4376,FIN,1972,1
4377,FIN,1973,1
4378,FIN,1974,1
4379,FIN,1975,1
4380,FIN,1976,1
4381,FIN,1977,1
4382,FIN,1978,1
4383,FIN,1979,1
4384,FIN,1980,1
4385,FIN,1981,1
4386,FIN,1982,1
4387,FIN,1983,1
4388,FIN,1984,1
4389,FIN,1985,1
4390,FIN,1986,1
4391,FIN,1987,1
4392,FIN,1988,1
4393,FIN,1989,1
4394,FIN,1990,1
4395,FIN,1991,1
4396,FIN,1992,1
4397,FIN,1993,1
4398,FIN,1994,1
4399,FIN,1995,1
4400,FIN,1996,1
4401,FIN,1997,1
4402,FIN,1998,1
4403,FIN,1999,1
4404,FIN,2000,1
4405,FIN,2001,1
4406,FIN,2002,1
4407,FIN,2003,1
4408,FIN,2004,1
4409,FIN,2005,1
4410,FIN,2006,1
4411,FIN,2007,1
4412,FIN,2008,1
4413,FIN,2009,1
4414,FIN,2010,1
4415,FIN,2011,1
4416,FIN,2012,1
4417,FIN,2013,1
4418,FIN,2014,1
4419,FIN,2015,1
4420,FIN,2016,1
4421,FIN,2017,1
4422,FIN,2018,1
4423,FIN,2019,1
4424,FIN,2020,1
4425,FJI,1946,0
4426,FJI,1947,0
4427,FJI,1948,0
4428,FJI,1949,0
4429,FJI,1950,0
4430,FJI,1951,0
4431,FJI,1952,0
4432,FJI,1953,0
4433,FJI,1954,0
4434,FJI,1955,0
4435,FJI,1956,0
4436,FJI,1957,0
4437,FJI,1958,0
4438,FJI,1959,0
4439,FJI,1960,0
4440,FJI,1961,0
4441,FJI,1962,0
4442,FJI,1963,0
4443,FJI,1964,0
4444,FJI,1965,0
4445,FJI,1966,0
4446,FJI,1967,0
4447,FJI,1968,0
4448,FJI,1969,0
4449,FJI,1970,0
4450,FJI,1971,1
4451,FJI,1972,1
4452,FJI,1973,1
4453,FJI,1974,1
4454,FJI,1975,1
4455,FJI,1976,1
4456,FJI,1977,1
4457,FJI,1978,1
4458,FJI,1979,1
4459,FJI,1980,1
4460,FJI,1981,1
4461,FJI,1982,1
4462,FJI,1983,1
4463,FJI,1984,1
4464,FJI,1985,1
4465,FJI,1986,1
4466,FJI,1987,1
4467,FJI,1988,1
4468,FJI,1989,1
4469,FJI,1990,1
4470,FJI,1991,1
4471,FJI,1992,1
4472,FJI,1993,1
4473,FJI,1994,1
4474,FJI,1995,1
4475,FJI,1996,1
4476,FJI,1997,1
4477,FJI,1998,1
4478,FJI,1999,1
4479,FJI,2000,1
4480,FJI,2001,1
4481,FJI,2002,1
4482,FJI,2003,1
4483,FJI,2004,1
4484,FJI,2005,1
4485,FJI,2006,1
4486,FJI,2007,1
4487,FJI,2008,1
4488,FJI,2009,1
4489,FJI,2010,1
4490,FJI,2011,1
4491,FJI,2012,1
4492,FJI,2013,1
4493,FJI,2014,1
4494,FJI,2015,1
4495,FJI,2016,1
4496,FJI,2017,1
4497,FJI,2018,1
4498,FJI,2019,1
4499,FJI,2020,1
4500,FRA,1946,1
4501,FRA,1947,1
4502,FRA,1948,1
4503,FRA,1949,1
4504,FRA,1950,1
4505,FRA,1951,1
4506,FRA,1952,1
4507,FRA,1953,1
4508,FRA,1954,1
4509,FRA,1955,1
4510,FRA,1956,1
4511,FRA,1957,1
4512,FRA,1958,1
4513,FRA,1959,1
4514,FRA,1960,1
4515,FRA,1961,1
4516,FRA,1962,1
4517,FRA,1963,1
4518,FRA,1964,1
4519,FRA,1965,1
4520,FRA,1966,1
4521,FRA,1967,1
4522,FRA,1968,1
4523,FRA,1969,1
4524,FRA,1970,1
4525,FRA,1971,1
4526,FRA,1972,1
4527,FRA,1973,1
4528,FRA,1974,1
4529,FRA,1975,1
4530,FRA,1976,1
4531,FRA,1977,1
4532,FRA,1978,1
4533,FRA,1979,1
4534,FRA,1980,1
4535,FRA,1981,1
4536,FRA,1982,1
4537,FRA,1983,1
4538,FRA,1984,1
4539,FRA,1985,1
4540,FRA,1986,1
4541,FRA,1987,1
4542,FRA,1988,1
4543,FRA,1989,1
4544,FRA,1990,1
4545,FRA,1991,1
4546,FRA,1992,1
4547,FRA,1993,1
4548,FRA,1994,1
4549,FRA,1995,1
4550,FRA,1996,1
4551,FRA,1997,1
4552,FRA,1998,1
4553,FRA,1999,1
4554,FRA,2000,1
4555,FRA,2001,1
4556,FRA,2002,1
4557,FRA,2003,1
4558,FRA,2004,1
4559,FRA,2005,1
4560,FRA,2006,1
4561,FRA,2007,1
4562,FRA,2008,1
4563,FRA,2009,1
4564,FRA,2010,1
4565,FRA,2011,1
4566,FRA,2012,1
4567,FRA,2013,1
4568,FRA,2014,1
4569,FRA,2015,1
4570,FRA,2016,1
4571,FRA,2017,1
4572,FRA,2018,1
4573,FRA,2019,1
4574,FRA,2020,1
4575,FSM,1946,0
4576,FSM,1947,0
4577,FSM,1948,0
4578,FSM,1949,0
4579,FSM,1950,0
4580,FSM,1951,0
4581,FSM,1952,0
4582,FSM,1953,0
4583,FSM,1954,0
4584,FSM,1955,0
4585,FSM,1956,0
4586,FSM,1957,0
4587,FSM,1958,0
4588,FSM,1959,0
4589,FSM,1960,0
4590,FSM,1961,0
4591,FSM,1962,0
4592,FSM,1963,0
4593,FSM,1964,0
4594,FSM,1965,0
4595,FSM,1966,0
4596,FSM,1967,0
4597,FSM,1968,0
4598,FSM,1969,0
4599,FSM,1970,0
4600,FSM,1971,0
4601,FSM,1972,0
4602,FSM,1973,0
4603,FSM,1974,0
4604,FSM,1975,0
4605,FSM,1976,0
4606,FSM,1977,0
4607,FSM,1978,0
4608,FSM,1979,0
4609,FSM,1980,0
4610,FSM,1981,0
4611,FSM,1982,0
4612,FSM,1983,0
4613,FSM,1984,0
4614,FSM,1985,0
4615,FSM,1986,0
4616,FSM,1987,1
4617,FSM,1988,1
4618,FSM,1989,1
4619,FSM,1990,1
4620,FSM,1991,1
4621,FSM,1992,1
4622,FSM,1993,1
4623,FSM,1994,1
4624,FSM,1995,1
4625,FSM,1996,1
4626,FSM,1997,1
4627,FSM,1998,1
4628,FSM,1999,1
4629,FSM,2000,1
4630,FSM,2001,1
4631,FSM,2002,1
4632,FSM,2003,1
4633,FSM,2004,1
4634,FSM,2005,1
4635,FSM,2006,1
4636,FSM,2007,1
4637,FSM,2008,1
4638,FSM,2009,1
4639,FSM,2010,1
4640,FSM,2011,1
4641,FSM,2012,1
4642,FSM,2013,1
4643,FSM,2014,1
4644,FSM,2015,1
4645,FSM,2016,1
4646,FSM,2017,1
4647,FSM,2018,1
4648,FSM,2019,1
4649,FSM,2020,1
4650,GAB,1946,0
4651,GAB,1947,0
4652,GAB,1948,0
4653,GAB,1949,0
4654,GAB,1950,0
4655,GAB,1951,0
4656,GAB,1952,0
4657,GAB,1953,0
4658,GAB,1954,0
4659,GAB,1955,0
4660,GAB,1956,0
4661,GAB,1957,0
4662,GAB,1958,0
4663,GAB,1959,0
4664,GAB,1960,1
4665,GAB,1961,1
4666,GAB,1962,1
4667,GAB,1963,1
4668,GAB,1964,1
4669,GAB,1965,1
4670,GAB,1966,1
4671,GAB,1967,1
4672,GAB,1968,1
4673,GAB,1969,1
4674,GAB,1970,1
4675,GAB,1971,1
4676,GAB,1972,1
4677,GAB,1973,1
4678,GAB,1974,1
4679,GAB,1975,1
4680,GAB,1976,1
4681,GAB,1977,1
4682,GAB,1978,1
4683,GAB,1979,1
4684,GAB,1980,1
4685,GAB,1981,1
4686,GAB,1982,1
4687,GAB,1983,1
4688,GAB,1984,1
4689,GAB,1985,1
4690,GAB,1986,1
4691,GAB,1987,1
4692,GAB,1988,1
4693,GAB,1989,1
4694,GAB,1990,1
4695,GAB,1991,1
4696,GAB,1992,1
4697,GAB,1993,1
4698,GAB,1994,1
4699,GAB,1995,1
4700,GAB,1996,1
4701,GAB,1997,1
4702,GAB,1998,1
4703,GAB,1999,1
4704,GAB,2000,1
4705,GAB,2001,1
4706,GAB,2002,1
4707,GAB,2003,1
4708,GAB,2004,1
4709,GAB,2005,1
4710,GAB,2006,1
4711,GAB,2007,1
4712,GAB,2008,1
4713,GAB,2009,1
4714,GAB,2010,1
4715,GAB,2011,1
4716,GAB,2012,1
4717,GAB,2013,1
4718,GAB,2014,1
4719,GAB,2015,1
4720,GAB,2016,1
4721,GAB,2017,1
4722,GAB,2018,1
4723,GAB,2019,1
4724,GAB,2020,1
4725,GBR,1946,1
4726,GBR,1947,1
4727,GBR,1948,1
4728,GBR,1949,1
4729,GBR,1950,1
4730,GBR,1951,1
4731,GBR,1952,1
4732,GBR,1953,1
4733,GBR,1954,1
4734,GBR,1955,1
4735,GBR,1956,1
4736,GBR,1957,1
4737,GBR,1958,1
4738,GBR,1959,1
4739,GBR,1960,1
4740,GBR,1961,1
4741,GBR,1962,1
4742,GBR,1963,1
4743,GBR,1964,1
4744,GBR,1965,1
4745,GBR,1966,1
4746,GBR,1967,1
4747,GBR,1968,1
4748,GBR,1969,1
4749,GBR,1970,1
4750,GBR,1971,1
4751,GBR,1972,1
4752,GBR,1973,1
4753,GBR,1974,1
4754,GBR,1975,1
4755,GBR,1976,1
4756,GBR,1977,1
4757,GBR,1978,1
4758,GBR,1979,1
4759,GBR,1980,1
4760,GBR,1981,1
4761,GBR,1982,1
4762,GBR,1983,1
4763,GBR,1984,1
4764,GBR,1985,1
4765,GBR,1986,1
4766,GBR,1987,1
4767,GBR,1988,1
4768,GBR,1989,1
4769,GBR,1990,1
4770,GBR,1991,1
4771,GBR,1992,1
4772,GBR,1993,1
4773,GBR,1994,1
4774,GBR,1995,1
4775,GBR,1996,1
4776,GBR,1997,1
4777,GBR,1998,1
4778,GBR,1999,1
4779,GBR,2000,1
4780,GBR,2001,1
4781,GBR,2002,1
4782,GBR,2003,1
4783,GBR,2004,1
4784,GBR,2005,1
4785,GBR,2006,1
4786,GBR,2007,1
4787,GBR,2008,1
4788,GBR,2009,1
4789,GBR,2010,1
4790,GBR,2011,1
4791,GBR,2012,1
4792,GBR,2013,1
4793,GBR,2014,1
4794,GBR,2015,1
4795,GBR,2016,1
4796,GBR,2017,1
4797,GBR,2018,1
4798,GBR,2019,1
4799,GBR,2020,1
4800,GEO,1946,0
4801,GEO,1947,0
4802,GEO,1948,0
4803,GEO,1949,0
4804,GEO,1950,0
4805,GEO,1951,0
4806,GEO,1952,0
4807,GEO,1953,0
4808,GEO,1954,0
4809,GEO,1955,0
4810,GEO,1956,0
4811,GEO,1957,0
4812,GEO,1958,0
4813,GEO,1959,0
4814,GEO,1960,0
4815,GEO,1961,0
4816,GEO,1962,0
4817,GEO,1963,0
4818,GEO,1964,0
4819,GEO,1965,0
4820,GEO,1966,0
4821,GEO,1967,0
4822,GEO,1968,0
4823,GEO,1969,0
4824,GEO,1970,0
4825,GEO,1971,0
4826,GEO,1972,0
4827,GEO,1973,0
4828,GEO,1974,0
4829,GEO,1975,0
4830,GEO,1976,0
4831,GEO,1977,0
4832,GEO,1978,0
4833,GEO,1979,0
4834,GEO,1980,0
4835,GEO,1981,0
4836,GEO,1982,0
4837,GEO,1983,0
4838,GEO,1984,0
4839,GEO,1985,0
4840,GEO,1986,0
4841,GEO,1987,0
4842,GEO,1988,0
4843,GEO,1989,0
4844,GEO,1990,0
4845,GEO,1991,0
4846,GEO,1992,1
4847,GEO,1993,1
4848,GEO,1994,1
4849,GEO,1995,1
4850,GEO,1996,1
4851,GEO,1997,1
4852,GEO,1998,1
4853,GEO,1999,1
4854,GEO,2000,1
4855,GEO,2001,1
4856,GEO,2002,1
4857,GEO,2003,1
4858,GEO,2004,1
4859,GEO,2005,1
4860,GEO,2006,1
4861,GEO,2007,1
4862,GEO,2008,1
4863,GEO,2009,1
4864,GEO,2010,1
4865,GEO,2011,1
4866,GEO,2012,1
4867,GEO,2013,1
4868,GEO,2014,1
4869,GEO,2015,1
4870,GEO,2016,1
4871,GEO,2017,1
4872,GEO,2018,1
4873,GEO,2019,1
4874,GEO,2020,1
4875,GHA,1946,0
4876,GHA,1947,0
4877,GHA,1948,0
4878,GHA,1949,0
4879,GHA,1950,0
4880,GHA,1951,0
4881,GHA,1952,0
4882,GHA,1953,0
4883,GHA,1954,0
4884,GHA,1955,0
4885,GHA,1956,0
4886,GHA,1957,1
4887,GHA,1958,1
4888,GHA,1959,1
4889,GHA,1960,1
4890,GHA,1961,1
4891,GHA,1962,1
4892,GHA,1963,1
4893,GHA,1964,1
4894,GHA,1965,1
4895,GHA,1966,1
4896,GHA,1967,1
4897,GHA,1968,1
4898,GHA,1969,1
4899,GHA,1970,1
4900,GHA,1971,1
4901,GHA,1972,1
4902,GHA,1973,1
4903,GHA,1974,1
4904,GHA,1975,1
4905,GHA,1976,1
4906,GHA,1977,1
4907,GHA,1978,1
4908,GHA,1979,1
4909,GHA,1980,1
4910,GHA,1981,1
4911,GHA,1982,1
4912,GHA,1983,1
4913,GHA,1984,1
4914,GHA,1985,1
4915,GHA,1986,1
4916,GHA,1987,1
4917,GHA,1988,1
4918,GHA,1989,1
4919,GHA,1990,1
4920,GHA,1991,1
4921,GHA,1992,1
4922,GHA,1993,1
4923,GHA,1994,1
4924,GHA,1995,1
4925,GHA,1996,1
4926,GHA,1997,1
4927,GHA,1998,1
4928,GHA,1999,1
4929,GHA,2000,1
4930,GHA,2001,1
4931,GHA,2002,1
4932,GHA,2003,1
4933,GHA,2004,1
4934,GHA,2005,1
4935,GHA,2006,1
4936,GHA,2007,1
4937,GHA,2008,1
4938,GHA,2009,1
4939,GHA,2010,1
4940,GHA,2011,1
4941,GHA,2012,1
4942,GHA,2013,1
4943,GHA,2014,1
4944,GHA,2015,1
4945,GHA,2016,1
4946,GHA,2017,1
4947,GHA,2018,1
4948,GHA,2019,1
4949,GHA,2020,1
4950,GIN,1946,0
4951,GIN,1947,0
4952,GIN,1948,0
4953,GIN,1949,0
4954,GIN,1950,0
4955,GIN,1951,0
4956,GIN,1952,0
4957,GIN,1953,0
4958,GIN,1954,0
4959,GIN,1955,0
4960,GIN,1956,0
4961,GIN,1957,0
4962,GIN,1958,0
4963,GIN,1959,1
4964,GIN,1960,1
4965,GIN,1961,1
4966,GIN,1962,1
4967,GIN,1963,1
4968,GIN,1964,1
4969,GIN,1965,1
4970,GIN,1966,1
4971,GIN,1967,1
4972,GIN,1968,1
4973,GIN,1969,1
4974,GIN,1970,1
4975,GIN,1971,1
4976,GIN,1972,1
4977,GIN,1973,1
4978,GIN,1974,1
4979,GIN,1975,1
4980,GIN,1976,1
4981,GIN,1977,1
4982,GIN,1978,1
4983,GIN,1979,1
4984,GIN,1980,1
4985,GIN,1981,1
4986,GIN,1982,1
4987,GIN,1983,1
4988,GIN,1984,1
4989,GIN,1985,1
4990,GIN,1986,1
4991,GIN,1987,1
4992,GIN,1988,1
4993,GIN,1989,1
4994,GIN,1990,1
4995,GIN,1991,1
4996,GIN,1992,1
4997,GIN,1993,1
4998,GIN,1994,1
4999,GIN,1995,1
5000,GIN,1996,1
5001,GIN,1997,1
5002,GIN,1998,1
5003,GIN,1999,1
5004,GIN,2000,1
5005,GIN,2001,1
5006,GIN,2002,1
5007,GIN,2003,1
5008,GIN,2004,1
5009,GIN,2005,1
5010,GIN,2006,1
5011,GIN,2007,1
5012,GIN,2008,1
5013,GIN,2009,1
5014,GIN,2010,1
5015,GIN,2011,1
5016,GIN,2012,1
5017,GIN,2013,1
5018,GIN,2014,1
5019,GIN,2015,1
5020,GIN,2016,1
5021,GIN,2017,1
5022,GIN,2018,1
5023,GIN,2019,1
5024,GIN,2020,1
5025,GMB,1946,0
5026,GMB,1947,0
5027,GMB,1948,0
5028,GMB,1949,0
5029,GMB,1950,0
5030,GMB,1951,0
5031,GMB,1952,0
5032,GMB,1953,0
5033,GMB,1954,0
5034,GMB,1955,0
5035,GMB,1956,0
5036,GMB,1957,0
5037,GMB,1958,0
5038,GMB,1959,0
5039,GMB,1960,0
5040,GMB,1961,0
5041,GMB,1962,0
5042,GMB,1963,0
5043,GMB,1964,0
5044,GMB,1965,1
5045,GMB,1966,1
5046,GMB,1967,1
5047,GMB,1968,1
5048,GMB,1969,1
5049,GMB,1970,1
5050,GMB,1971,1
5051,GMB,1972,1
5052,GMB,1973,1
5053,GMB,1974,1
5054,GMB,1975,1
5055,GMB,1976,1
5056,GMB,1977,1
5057,GMB,1978,1
5058,GMB,1979,1
5059,GMB,1980,1
5060,GMB,1981,1
5061,GMB,1982,1
5062,GMB,1983,1
5063,GMB,1984,1
5064,GMB,1985,1
5065,GMB,1986,1
5066,GMB,1987,1
5067,GMB,1988,1
5068,GMB,1989,1
5069,GMB,1990,1
5070,GMB,1991,1
5071,GMB,1992,1
5072,GMB,1993,1
5073,GMB,1994,1
5074,GMB,1995,1
5075,GMB,1996,1
5076,GMB,1997,1
5077,GMB,1998,1
5078,GMB,1999,1
5079,GMB,2000,1
5080,GMB,2001,1
5081,GMB,2002,1
5082,GMB,2003,1
5083,GMB,2004,1
5084,GMB,2005,1
5085,GMB,2006,1
5086,GMB,2007,1
5087,GMB,2008,1
5088,GMB,2009,1
5089,GMB,2010,1
5090,GMB,2011,1
5091,GMB,2012,1
5092,GMB,2013,1
5093,GMB,2014,1
5094,GMB,2015,1
5095,GMB,2016,1
5096,GMB,2017,1
5097,GMB,2018,1
5098,GMB,2019,1
5099,GMB,2020,1
5100,GNB,1946,0
5101,GNB,1947,0
5102,GNB,1948,0
5103,GNB,1949,0
5104,GNB,1950,0
5105,GNB,1951,0
5106,GNB,1952,0
5107,GNB,1953,0
5108,GNB,1954,0
5109,GNB,1955,0
5110,GNB,1956,0
5111,GNB,1957,0
5112,GNB,1958,0
5113,GNB,1959,0
5114,GNB,1960,0
5115,GNB,1961,0
5116,GNB,1962,0
5117,GNB,1963,0
5118,GNB,1964,0
5119,GNB,1965,0
5120,GNB,1966,0
5121,GNB,1967,0
5122,GNB,1968,0
5123,GNB,1969,0
5124,GNB,1970,0
5125,GNB,1971,0
5126,GNB,1972,0
5127,GNB,1973,0
5128,GNB,1974,0
5129,GNB,1975,1
5130,GNB,1976,1
5131,GNB,1977,1
5132,GNB,1978,1
5133,GNB,1979,1
5134,GNB,1980,1
5135,GNB,1981,1
5136,GNB,1982,1
5137,GNB,1983,1
5138,GNB,1984,1
5139,GNB,1985,1
5140,GNB,1986,1
5141,GNB,1987,1
5142,GNB,1988,1
5143,GNB,1989,1
5144,GNB,1990,1
5145,GNB,1991,1
5146,GNB,1992,1
5147,GNB,1993,1
5148,GNB,1994,1
5149,GNB,1995,1
5150,GNB,1996,1
5151,GNB,1997,1
5152,GNB,1998,1
5153,GNB,1999,1
5154,GNB,2000,1
5155,GNB,2001,1
5156,GNB,2002,1
5157,GNB,2003,1
5158,GNB,2004,1
5159,GNB,2005,1
5160,GNB,2006,1
5161,GNB,2007,1
5162,GNB,2008,1
5163,GNB,2009,1
5164,GNB,2010,1
5165,GNB,2011,1
5166,GNB,2012,1
5167,GNB,2013,1
5168,GNB,2014,1
5169,GNB,2015,1
5170,GNB,2016,1
5171,GNB,2017,1
5172,GNB,2018,1
5173,GNB,2019,1
5174,GNB,2020,1
5175,GNQ,1946,0
5176,GNQ,1947,0
5177,GNQ,1948,0
5178,GNQ,1949,0
5179,GNQ,1950,0
5180,GNQ,1951,0
5181,GNQ,1952,0
5182,GNQ,1953,0
5183,GNQ,1954,0
5184,GNQ,1955,0
5185,GNQ,1956,0
5186,GNQ,1957,0
5187,GNQ,1958,0
5188,GNQ,1959,0
5189,GNQ,1960,0
5190,GNQ,1961,0
5191,GNQ,1962,0
5192,GNQ,1963,0
5193,GNQ,1964,0
5194,GNQ,1965,0
5195,GNQ,1966,0
5196,GNQ,1967,0
5197,GNQ,1968,0
5198,GNQ,1969,1
5199,GNQ,1970,1
5200,GNQ,1971,1
5201,GNQ,1972,1
5202,GNQ,1973,1
5203,GNQ,1974,1
5204,GNQ,1975,1
5205,GNQ,1976,1
5206,GNQ,1977,1
5207,GNQ,1978,1
5208,GNQ,1979,1
5209,GNQ,1980,1
5210,GNQ,1981,1
5211,GNQ,1982,1
5212,GNQ,1983,1
5213,GNQ,1984,1
5214,GNQ,1985,1
5215,GNQ,1986,1
5216,GNQ,1987,1
5217,GNQ,1988,1
5218,GNQ,1989,1
5219,GNQ,1990,1
5220,GNQ,1991,1
5221,GNQ,1992,1
5222,GNQ,1993,1
5223,GNQ,1994,1
5224,GNQ,1995,1
5225,GNQ,1996,1
5226,GNQ,1997,1
5227,GNQ,1998,1
5228,GNQ,1999,1
5229,GNQ,2000,1
5230,GNQ,2001,1
5231,GNQ,2002,1
5232,GNQ,2003,1
5233,GNQ,2004,1
5234,GNQ,2005,1
5235,GNQ,2006,1
5236,GNQ,2007,1
5237,GNQ,2008,1
5238,GNQ,2009,1
5239,GNQ,2010,1
5240,GNQ,2011,1
5241,GNQ,2012,1
5242,GNQ,2013,1
5243,GNQ,2014,1
5244,GNQ,2015,1
5245,GNQ,2016,1
5246,GNQ,2017,1
5247,GNQ,2018,1
5248,GNQ,2019,1
5249,GNQ,2020,1
5250,GRC,1946,1
5251,GRC,1947,1
5252,GRC,1948,1
5253,GRC,1949,1
5254,GRC,1950,1
5255,GRC,1951,1
5256,GRC,1952,1
5257,GRC,1953,1
5258,GRC,1954,1
5259,GRC,1955,1
5260,GRC,1956,1
5261,GRC,1957,1
5262,GRC,1958,1
5263,GRC,1959,1
5264,GRC,1960,1
5265,GRC,1961,1
5266,GRC,1962,1
5267,GRC,1963,1
5268,GRC,1964,1
5269,GRC,1965,1
5270,GRC,1966,1
5271,GRC,1967,1
5272,GRC,1968,1
5273,GRC,1969,1
5274,GRC,1970,1
5275,GRC,1971,1
5276,GRC,1972,1
5277,GRC,1973,1
5278,GRC,1974,1
5279,GRC,1975,1
5280,GRC,1976,1
